text,label
no user serviceable parts inside   refer to qualified service personnel,0
i hate it,1
rt    the hours between 12am and 6am have a funny habit of making you feel like you  re either on top of the world or under it,1
school is like the world at war   alliances   enemies   war   violence   why can t we all just grow up and act right,1
what about girls  eyes   eyes,0
putin  s main man,0
this is the kind of stuff my brother sends me on a regular basis httpurl,1
rt    please do not drink and drive tonight take a free uber instead   use promo code   uberiamfree retweet to save a life,0
so 5sos only really notice big accounts   i  m here like   omg i got another follower now i have 367     yep the sad life of an unpopular twitter,1
new hair loss treatment uses baby foreskins   depression treatments   httpurl,1
hyperventilates,0
rt    and that  s how you end 2  0  1  6       53pts   17ast   16reb   1st player in nba history with 50 15  1,0
awwwwww hes so cute,0
get up its game day,1
rt    harry with amber riley and danielle brooks     via    httpurl,0
cleanhome haywards h is now following me on twitter   thank you cleanhome haywards h   say h     httpurl httpurl,0
circle  s end   depression therapy   feeling depressed   animal assisted therapy could       httpurl,1
rt      harry has a new girlfriend   louis got the dagger httpurl,1
probably do n t wanna know,1
aw   thankyou  face_blowing_a_kiss,0
rt    i did n t have a father going up   we all know that   what  s george karl excuse for being a terrible person,0
russell g anderson jr   dmd   pc httpurl,0
td td almost pick 6 in the first five minutes of the second half   smh,0
our new president will preside over the death of aca   social security   medicare   medicaid   planned     httpurl,0
hmmm   takda playground sini,0
would you like to know the remedy for an excruciating headache   httpurl,1
i  ve been diagnosed with depression in the past so i can tell when i feel it and i know to change my mental waves,1
putin  s revenge httpurl a murderer   dictator   killer of reporters and worth   85 000   000 000 on salary of   139 000 annual,0
are n t i so purrdy         httpurl,1
i love all kinds of bands   and not just for their singer   hottest member   i love them for them   because they  re all amazing and beautiful,1
socialwire 878   am i depressed or maybe this simply the blues     httpurl,1
nay   fully in black with no embroideries whatsoever   i wanna be ready,0
awl   inc httpurl,0
rt    hardly hardly hardly forget anything,0
chronic fatigue syndrome and military service   httpurl,1
rt    w e a r e 2 k a w a y f r o m 3 0 0 k       what is life,1
make him mad he did n t start so he play wit a vengence,1
continue lng guys trending nah wearepayting foryong,0
free my nigga cornelius   he ain t do shit    httpurl,1
too much   too little sleep can increase risk of depression   httpurl   depression treatments   httpurl,1
rt    guys   people are going to say no to you every day of your damn life   no is the norm   no is their problem   no is what fuels,1
rt    jamal just really wants to bare all and get into porn   bathroom scenes,0
nothing ever happens in this town word to adele,1
is vocal goals  collision,1
guys fake feelings yong paytforluckysun,0
i do n t have any good days anymore,0
hey  are you listening,1
i was so   healthy   it hurt my fertility   my journey with hypothalamic amenorrhea via mbg   httpurl,1
what the fuck usc,0
true   true   sigh   the dream is dead now,0
rt     present   yong paytforluckysun,0
aleph danced furiously across the dance floor,0
photoset   hoe 2015   dear white people   2014   httpurl,1
rt    the bee movie but every time it  s altered and uploaded to youtube it  s removed on legal grounds httpurl,0
only a sick moron would tweet this to 65 000   000 people     enemies   is nixon speak for hate and loat     httpurl,0
rt    annoys me how u can talk to someone for months   then one day they just stop talking to u     how do u do it     are u the devil,0
grain grows best in shit     ursula k   leguin,0
same,1
rt    you can t plan crazy,1
it just     seems like one shed have tbh,0
i  ll remind you periodically,1
what about samm      loudly_crying_face   face_with_tears_of_joy,1
warning   very heartbreaking   depressing   sad story thread   httpurl,0
also that s4 scene is some straight up fanfic shit js,0
can a bulging disc in c   5   c   6 cause severe shoulder pain     httpurl,1
also 10 10 would recommend superstore if u liked the office bc the humor is similar but not offensive,0
2 2   also  is  singer   new  ambassador  who  ll be performing pitch side   httpurl,1
vegas strippers is now following me on twitter   thank you vegas strippers   say hello anyti     httpurl httpurl,0
fool,0
okay whatever   you broke me,1
great day for a game of quidditch   looks like  i  d crashing the party   though     httpurl,1
space coast credit union cocoa beach httpurl,0
mark s elliott is now following me on twitter   thank you mark s elliott   say hello anytime     httpurl httpurl,0
rt    north american sounds live feels live tour   holy shit everything is happening all at once httpurl,1
yo     aaron brooks is killing the knicks,1
nanny asks   what is craziest request you ever got from a nanny family,1
rt     stan twitter httpurl,0
you   i dare you to look up httpurl,1
how does music impact your  and    httpurl,1
this is where problems start   dont pull that bullshit   i  ll fuck you and fuck you over   trust me,1
come at me and you  ll see   i  m more than meets the eye,0
i fuckign walked into work with my shirt inside out ive been like this for an hour godonfight today is cancelled,0
who needs slippers when i have this cuteness keeping my feet warm  red_heart   wolf_face  httpurl,1
you already have a pic with him   do n t be greedy let me have this one  face_with_rolling_eyes,0
yall better look out for yourself   all the niggas you swear your boys from hs n shit     nah son,1
i really   really hate the eye doctor       i can barely see,1
user   cmmservices httpurl,0
zayn,0
rt    if by chance this happens   prepare for the world  s most ridiculous reaction video   httpurl,0
rt    pro life butchers       we only feed you the non aborted animals,1
what part of lemonade mouth is this,0
rt    john elway is going to get a lot of credit for offering brock osweiler just   16 million a year instead of   18 million,0
rt     white_medium_star  rt to send  to the all star game    httpurl,0
intimacy is the result of,1
rt     can t believe we went out an outdoorsy adventure today   honestly we are so brave  leaf_fluttering_in_wind   evergreen_tree   seedling   sheaf_of_rice   herb,1
is it sweet and delicious,1
yasss you go gurl,1
rt    how cute is this little fella   httpurl,1
self hating malays are the worst lmao,0
mood,0
rt    arzaylea and naughty boy would honestly look good together like i  m not even saying this bc i dislike them both but th,1
rt    catching my cat skulking around weird places in my apartment is the best part of my day  grinning_cat_face,0
please for to my twitter comments,0
nikita khrushchev       conquer us with out a shot   first time he or any other russian leader h     httpurl,0
i just had a brilliant idea   to create a perfume that smells like natural body odour   and name it     bau lelaki       bau wanita,0
rt    yesterday httpurl,1
user   acu choice httpurl,0
either the fam got bored or are trying to ignore drama  face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy,1
a top republican operative just accused trump of treason   httpurl he s had too many chances to step up     it s clear,0
oh       thank yo u       i deserve thsi so much       httpurl,0
rt    i want a bm dub of yoi just so that i could listen to yurio yelling   babi,0
are pretentious pieces of art inherently inferior     absolutely not httpurl,1
this year i was awarded social security disability and 2 years ago i had to get on medicaid   do n t fuck with me,0
rt    trump had better stop tweeting like a madman   or he  ll earn himself a nickname   perhaps       twitler,0
hey     heh   i see   you  re no ordinary kid   are you,0
we need an evangelical with similar praise   support of trump to stand b     httpurl,0
no severe weather up in denton co but we spotted a very interesting looking cloud    httpurl,1
dude same       but there  s always a chance cuz big sean and kanye are tight but i doubt kanye would be in houston  loudly_crying_face,0
support groups are plentiful in the region   overcome depression   httpurl,1
user  p lanojewelers httpurl,0
thank god i work for the state and my store never has to do black friday,1
suuuuuuure,1
lovely   my boss is on a power trip this morning,1
user   escortservicesinpunecom httpurl,0
i  m a simple man   i see drawings of piggies   i retweet,0
i can not explain how much i despise when they report my comments every   single   time,1
oh yeah i forgot to mention that yesterday during my appointment i was diagnosed with severe depression and severe anxiety   not surprising,1
so many stupid ass trolls like  on twitter,0
serenity renewal for families   wanna do it with me   wednesday 7 9 march 4 25,1
uh well   because my great grandpa  s dad made moonshine during prohibition and they wanted to get away from that,1
user   walkermisiding httpurl,0
do you have like artist anxiety or something   i do n t know of any mental illness driving you to claw at your skin,1
rt    luke fucking chane your name back now,1
i need to make one these,1
rt    tattoos are so attractive,1
holywell river front httpurl,1
user   experimacfenton httpurl,0
dude i agree   just also agree that torturing cows for flavour is too   once your actions match your beliefs youll see,1
nothing more awkward then saying hey to someone who likes like a person you know and trying to star a conversation with them,1
is the only person who can help me when i  m angry lol   her song yung rapunxel is so aggressive  man,1
acknowledging your own strengths can help to raise your self esteem,1
how to stop     httpurl,1
rt    our leading men  httpurl,0
rt    gender equality       httpurl,1
i dont mind the race as long as they  re z in colour   now if you  ll excuse me   i  ll be hiding from the mob now,0
ok thank i know lmfao plus he out there with those ugly ass dreads       next,0
she literally is homura and i  m so jealous,1
ugh   fine,0
hey slick sean   65 000   000 plus don t want the lacky of trump   putin taking about punishing hillary     do     httpurl,0
we  re always sassy   whatchu talkin   bout,1
oh yeah   that too,1
im like mom you realise who you just drew   and she like yeah one of those boatgirls,1
amber is now following me on twitter   thank you amber   say hello anytime   i am a real pers     httpurl httpurl,0
debra ruh is now following me on twitter   thank you debra ruh   say hello anytime   i am a r     httpurl httpurl,0
i  m too nice to do that   such a shame,1
you too lachlan,1
personally i think i look like i  m 12 but y know,1
rt    i hope he takes your filthy heart and then he throws you away some day,1
rt    one of the league  s elite defenders   avery bradley   is having breakout season on the offensive end for the     h,0
this explains everything   httpurl,1
you have taken yourself too seriously,0
no   my family celebrates it on christmas eve because my dad works on christmas,1
rt    malia cant inhale without her entire life bein shit on httpurl,0
my steam is kill,1
mitch mcconnell says americans wo n t tolerate democrats blocking supreme court nominations httpurl via,0
dynamik internet marketing inc   httpurl,0
sometimes you gotta go deep   man,1
rt    you  re the art bro httpurl,1
rt    if i  m 100   honest with you   i expect you to be 100   honest with me,1
who do you think has a high risk of mental health problems,1
and do the receipts go to trumps charitable foundation,0
heidi my gorgeous doggy  kiss_mark   red_heart  httpurl,1
rt    iconic httpurl,1
will you be my 100th follower,1
a john c calhoun disciple   he still lives in the 1850   s in soured brain   read calhoun bio   jeff session bi     httpurl,0
new york city moving companies httpurl,0
oh wait it looked like lucky star   hahaha   man i  m out of the loop on moe shows,1
there  s going to be a lot to do and even more to look forward to,1
yessssss     i  m 27 changed my diet about 2 years ago   it was like a miracle to realize i do n t get migraines   was on so many drugz,1
rt     yep   tak biasa hang out dgn pretty boy like you lol httpurl,0
hey andrew mcgillivray thanks for the follow,0
latest 70 412 dumps questions   dumps 4download httpurl,0
rt    fuck your bad vibes httpurl,1
rt    just learned how to say walkie talkie in french,1
murder accused had   depressive disorder     overcome depression   httpurl,1
and bygolly   you laughed about it,0
they need to fix the title,1
east paris siding of kentwood httpurl,0
all you ppl are like super gorgeous and amazing voice while i  m over here like barf it  s not even fair,1
user   autoadviceline httpurl,0
and helps with    httpurl,1
rt         good now you can dance with me at prom and be a pro     seen you rocking bro   miss you and congrats,1
i  m running away and never coming back     ok   i  m burning down the store   is that okay       pshh i get paid regardless   so sure,1
jarang nak triggered sebenarnya   but dear god   you bring so much negativity wherever you go   its displeasing,0
wellllll actually you can t change his clothes until his exile apparently   danse,1
cowboys still a team,1
i have a bunch of government offices to visit   emails to write to the uk government and schools and a bunch of job work to do,1
told more lies for trump and on clinton than any other lair stumping for trum     httpurl,0
rt    take my money httpurl,1
you partying bro,1
what is with the elevator eyes today   it is a large winter coat and there is nothing in here for you,1
from club to clinic   physicians push off label ketamine as rapid depression       scientific american   blog     depre     httpurl,1
what a roller coaster this year has been,1
how can you help your  with peer pressure    httpurl,1
rt    rt      kids have to be exposed to different things in order to develop         httpurl,1
migraine help   serotonin supplements prevent migraine   but feverfew diminishes serotonin   does the same           httpurl,1
all i have to say right now is   fuck everything,1
it  s more satisfying when you start from the bottom and make your way to the top   instead of just downgrading each time,0
goodnight sleepy splaz,1
zayn for best video     httpurl,0
i hate christmas time,1
my step family came back early and now i  m       again lmfoaodoa,0
honestly  always but thank u,0
65 million americans should threaten to not pay taxes httpurl,0
i like how my friend had to specify that i needed to choose only one   the pikajews omg httpurl,0
rt    need a fast and easy  meal   try my spicy peanut noodles   httpurl   ht,1
when someone trusts you   treasure it gopaytwin yong,0
continue fresh tweets guyz wearepayting foryong,0
i have frequent migraines   httpurl,1
maybe i should start paying attention to politics     seriously had no idea obama was in office til 2017,1
eh tak lah   rahman is just a sissy   needed to point that one out,0
i love you,0
and thank you so much for helping,1
i used to care too much about others    which lead me to the pits emotionally   which is where i gladly dwell   jus how it is,1
game lax will always be wet,1
larrymoore httpurl,0
get it up   revealing the simple surprising lifestyle that causes migraines   alzheimer  s   stroke   glaucoma   sleep    httpurl,1
internet therapy promising for postnatal depression   medscape   depression treatments   httpurl,1
ling ling better calculate the circumference before she throws that ass in a circle,1
25 reasons to get a  via amta   httpurl,1
overcome depression   roy cooper  s stance on homosexuality does not come as a surprise   rocky mount telegram   httpurl,1
an evangelical       lies   mis information   hatred   fake news and stupid       unemloyment rate nov   2     httpurl,0
vote azfar for prime minister     kerajaan albi nur because what is a country without a guiding light       campaign     httpurl,0
swordie,0
bumpin that revenge of the dreamers,1
fits the trump model     as long as he does n t get mistreated to hell with the others     330 00     httpurl,0
especially if ima play football again,1
rt    how u should treat all animals httpurl,1
i would but then they  d give me the disappointed family member stare and that  s probably worse,0
hands up to the parents with disabled   differently abled kids who treat their kids with great patience and understanding,0
thankyou so much   appreciate it,0
i wish purple eye colour was a thing,1
collision  spoon street  collision  httpurl,1
after several months i have finally finished the first season of rozen maiden   now time to start season two,1
at least they  re aware httpurl,1
the days and nights seem so long when you  re depressed,0
conversion rates ni   why is our money so weakkk   sheesh,0
what the fuck is a wee please educate me,1
rt     thanks for the sex   homie,1
i want to play tattoo roulette,1
i know sam did not ask for me to unleash my bellamy   bellarke meta on her in our texts but here i am,0
bmw motorcycles mcdonough httpurl,0
nobodys perfect   everyone makes mistakes   we all need to be strong   and get along  3,1
the new york jets lost     never mind   lol,0
please i must know,1
tricks bad leaders use   httpurl,1
r   b is legit my favourite music  smirking_face,1
rt    rt anisayusalan   thank you for everything gopaytwin yong httpurl,0
friday night lights,1
break a leg and happy birthday to your brother,0
user   geodesigns httpurl,0
the handyman perth httpurl,0
this is some alex russo tea httpurl,0
definitely taking part  d httpurl,1
ohhh next episode of  edin and jss   sooooo excited,1
aaahhg why is this account freaking out,1
i was in a psychiatric hospital for a month   herman kiefer hospital in detroit   it  s been a long life,0
need 2 things   1   a logo     m65   for the 65 000   000 that voted for hc   can you even imagine the power of all of us     httpurl,0
help   why are n t you vegan,1
you  re up very early   brianna   i have insomnia so i  m just chilling and sending  derogatory tweets,0
talks wit my niggas about females       fuck em       bruh theres no type of reason for all that relationship bullshit especially at this age,1
how to deal when you  re disappointed in yourself via 99u   httpurl,1
i  m gonna get out now   finally   meeting a friend for lunch    winking_face,0
l4   5 borad disc bulge appreciated asymmetic to left   httpurl,1
why diet and exercise play an important role in melancholy   by walteryxxv   newsvine   httpurl,1
photo   one of the secret doors of the stift admont library   austria   httpurl,1
wow   twitter people are so helpful   i love you guys,0
i love iris w   b   est,0
please send a hi or follow my daughter  there  s a pizza and gaming day on the central coast in it for you  winking_face   winking_face   winking_face,1
when  s your birthday so i can write it down and not for       april 26th httpurl,1
sounds of water drops hitting my air conditioner,1
sure   what up   merry xmas,0
weinberg  s first law   progress is made on alternate fridays,0
cat litter source httpurl,0
do you have difficulty with your  at mealtime,1
rt     self harm is not a joke   instead of wasting time on spreading hate   maybe go outside   do something wi,1
user   anadrol httpurl,0
rt      boys will be boys   is really just a nice way of saying   boys will be assholes,1
like the crazy obsessive ones that have them as the icons and all that shit,1
i  ve become a professional detective now httpurl,1
this ain t winter break anymore man it  s just a short summer break  loudly_crying_face,0
reblogging dumb jokes about nbc comedies might not hold up in court as a   blog,0
that recent snap will disappear     yall watch,0
help me please with my children   httpurl,1
let  s do it,1
i think watching my sister play fallout 4 might be just as fun as playing it if not more,1
rt    apparently it has been six years since i uploaded my first video i am very sorry and take responsibility for any procra,1
i tell myself everyday that cutting is bad     but ten seconds later i cant wait to bleed again,1
anger issues,0
click   the   buttons   favorite them allllll,1
it  s just a song  loudly_crying_face,0
oh god we can do that,1
i  m just a below average girl with an amazing music taste and awesome hair   jk i suck   and i fail at life    face_with_tears_of_joy   loudly_crying_face   pensive_face  i love you whoever read this  red_heart,1
something flew over my head   what did i say,1
great news   its 2017 already   i hope  becomes windows compatible soon   i can t wait to turn my ipad into a drawing tablet,0
i  m doing insanity max   30  trade_mark    ab attack   10 in team beachbody  s supergym   join me   go to httpurl,1
mccain bashes our president as a hobby   lost any class once had   joined at hip with graham   pitiful         httpurl,0
when trump asked george lopez to perform at his inauguration the comedian did more than say hell no httpurl,0
rt    thank you    you were incredible         ht,0
hey linz thanks for the follow,0
rt    5sos have got their second billboard number one album with sounds good feels good,1
me too   girl   httpurl,1
the older you get the less you care about what people think about you,1
zayn for best video    httpurl,0
lzc nycart is now following me on twitter   thank you lzc nycart   say hello anytime   i am a     httpurl httpurl,0
legit sitting here watching scooby doo   monsters unleashed,1
wake and bake seems different now that i only use marijuana as medicine   ca n t smoke recreationally like in my younger days,0
seo houston company httpurl,0
nights like this remind me of 2011 when i used to ride through sf playing the take care album in my   96 corolla lol just looking at views,0
already do  smiling_face_with_sunglasses,1
negative and positive feeling words   further ideas and concepts   distinguishing between positive and negative     httpurl,1
and this httpurl,1
it just suddenly dawned on me mate   we were talking about saturday and it made me realize i never thought i  d see this day    winking_face,1
many thanks to you too for your help and support   very much appreciated as always   roll on may 9th    winking_face,1
i just stood up in front of my health class and advertised the book i m writing yassss,1
bf     work is doing some sort of contest for women to pitch their shows       me     feminist transformers         bf         but it  s for employees,1
i love doing charity work,0
rt    13   if you  re ugly   you  re not gonna get rts on twitter   people tend to rt attractive people solely because they are attr,0
rt    clarke just siad i need you im actually malfunctioning       someone dm me for my house address so you can inform the par,0
rt      man its a new year new me   me on january 1st   httpurl,0
one thing i am worried about when i stop drinking is never having these thoughts   they only come from true clarity on the piss,0
groans loudly   whyyyyyy,1
rt    and that ladies   gentlemen is a 1 man band,1
living with    httpurl,1
ok the fruit flavoured lindor truffles are gross   lindt   you already nailed it   you don t need to improve perfection,1
hi   poorly photoshopped happy new year avatar   phil,1
do the extremely strong wrestlers like john cena   batista   great khali etc ever suffer from hernia   httpurl,1
rt    harry is not dating joy muggli   he  s never heard of her and it  s all just rumours   vs x,1
rt    when italians do the thing httpurl,0
he who lives without folly is less wise than he believes,0
black holes are where god is dividing by zero,0
blood is thicker than water   and much tastier,0
rt    you can mark my assignments late but you can t take away the fun i had while not doing your homework   no you can not,1
i pulled up next to a plateless car at a stoplight and i swear to you both driver and the cat they were holding were staring into my soul,0
rt    there are so many reasons why i admire tyler posey and i think the way he opens his heart and encourages us   is one of them,0
cure all the things   fast fixes lurking in your kitchen   yahoo   canada shine on   depression treatments   httpurl,1
rt    do not affiliate the  movement with this    we do n t support the 4 ppl who beat that boy   no one deserves,0
rt    my girl yooa   httpurl,0
he is so sad help him httpurl,0
dik   computer ni boleh print warna tak     she just angguk and walked away   are you mute,0
corner of your eye then it honestly does n t matter and plus you pay so much more just for looks on   gaming   keyboards,1
william stanton   m   d   httpurl,0
tampa specialist details benefits of bio identical hormone replacement therapy   overcome depression   httpurl,1
electro shock therapy sees a resurgence   tucson citizen   depression treatments   httpurl,1
rt    that  s why i dropped out  new_moon_face  httpurl,1
aleph tried 20 backflips       oh   you pulled it off perfectly   hot damn,0
uuu   a japanese person just commented on one of my drawings     wedding_bells   sfx,0
louis could morningstar me and i would thank him,0
just said to myself out loud   lo and behold   is this an actual cold     then thought it was funny because it rhymed   yeah   maybe getting sick,1
name a personal friend who front squats more than me and i  ll suck his dick,0
when have i ever said that i was trash   answer   never,1
i was referred by the transition people to the 400 pound man in the bed   httpurl,0
dam im getting sick,0
funny wat a fb like on a pic does to bitches so they expose tits but a dick ain t in their wishes,1
rt    that  s a lucky cat httpurl,1
another russian   putin tactic       sin against america     trump has already established a   strong     httpurl,0
rt    2016 in review   best siblings        the big 3   httpurl httpurl,0
rt    tyler posey on set with the crew of funny or die   httpurl,0
you live in a great paradise       httpurl,0
merry christmas   you pussy pulling   race baiting   lying ass bastard,0
the key   mika   want let this pull her family down     loyalty stronger to family than joe       httpurl,0
bf got me a harvest moon game for christmas and it is dangerously addictive,1
exactly what i said when someone kindly explained     but he showed remorse   took his punishment   he  s not a monster      pouting_face,1
lee michael fine jewelry httpurl,0
handling task for dad so he can run trump land   so which unelected citizen will set in the oval offic     httpurl,0
wait   which post,0
rt    gettng really hard for me to not be pissed off at the world anymore and i hate it,1
what does he think about hancock  s sparkling personality,1
your soooo pretty       be strong girl  3,1
my partner and i must defeat yhvh,0
i collect them like pokemon   so far   the ones that are registered are around 200   total est is around 1000,0
you  ll smash it    i have no doubt  two_hearts,1
uu   almost everyone picked prophecy,0
represent,1
city sports massage httpurl,0
im gonna make her tell me tonight,1
sir i want tk start my career under ur guidance pls give a chance to me in this industry   love u sir  face_blowing_a_kiss,0
a beautiful family   first family   first lady   first kids,0
rt    tonight  s show was insane       madrid you rocked   and so did this guy    httpurl,1
ashleys pastry shop httpurl,0
oh   my   god   brilliant   yes yes yes yes,1
sometimes i use the comma improperly and too much,0
they shot him dead    showed it   this ain t the movies   this is real death,0
steps to overcoming depression   overcome depression   httpurl,1
user  d eepeetailorcollections httpurl,0
rt    they find so much comfort in each other       httpurl,0
its great,1
do n t remember much from yesterday   but i got a picture with the weekend     httpurl,1
sometimes you just have to puke in order to feel better,0
a narcissistic   anarchistic idiot     comparied to hemingway       i suggest more like lenin   stalin       httpurl,0
you ain t crazy   they have n t invented a word for what you are yet httpurl,0
rt    l   a     s first 100   vegan shop and event space   httpurl    httpurl,1
adelaide is going to announce a new project soon i feel it in my bones,0
rt    petition for 5sos to move to keeks or to start posting videos on twitter or instagram or somewhere else just not snapchat,1
rt    i  m here for every single one of you   please do n t let hurtful comments get to you,1
you enter the messian church   hp   low   alignment   chaos   mara   summoned     you are forcibly removed from the messian church,0
rt     practice  winking_face  httpurl,0
rt    cool thanks   i own a house because of those lyrics  victory_hand  httpurl,1
rt    love these ladies  red_heart    httpurl,1
rt    im obsessed with this photoshoot fhdjsjqj httpurl,0
tackling feelings of    httpurl,1
fuck you f  your cartoon fake yhvh fuck his stupid sun glasses and fuck the archangels and fuck their sunglasses,0
httpurl is now following me on twitter   thank you httpurl   say hello any     httpurl,0
why do people think we  re gonna follow the rules of the hospital cafeteria   they  re not state run   we are we still enforce the   3 card limit,1
rt     darth zwart   zwart means hitam   sometimes taking name opposite to your own nature makes you look cool   deceivi,0
its official the  can cure the flu,1
rt    a  can not live without love   love is a   s life blood,1
yan ang supporters yong paytforluckysun,0
ways to recharge your batteries     care httpurl,1
this will be you httpurl,1
i just wanna see my guys win    especially,0
nobody knows how it might end up,0
he had 50 or so years and he failed   20 days       httpurl,0
but we  re already hanging out when there  s an opportunity   sweet kan,0
when you look at broken people   do you ever stop to think that maybe you  re broken as well,0
philadelphia children  s hospital bans dietary supplements   depression treatments   httpurl,1
rt    sen   cory booker testifying against jeff sessions is unprecedented   but he  s standing up for a nation that has become unpres,0
tell me about it   sheesh people   stop doing weird things to your children   they are not your test subjects,0
so annoyed right now,1
she got me goin psychoooo,0
i have no idea what is going on with my brain today but i can t seem to get on track and my nerves are turnt up to 11,1
well i am crying because of,1
yahoo finance made a typo in a tweet   instead of them saying  wanted a bigger navy   they typed,0
already voted 5 times   you babes  smiling_face_with_heart eyes,1
she has no recollection of the life she had without me   she let it slip away,1
whatdoesitmean   mp3 httpurl,0
hey moovva thanks for the follow,0
stayed for the weird ass conversations,1
tis the season  sleepy_face,0
so does mine,1
awwh   thankyou    face_blowing_a_kiss,0
taklah   i dont focus on anyones profile pic but zyl  s   hahaha,0
across all of time and space   in every corner of the universe   every doctor who character has a british accent   unless they  re american,0
rt    another day   another attempt trying to get  to come to south dakota,1
rt     my husband is cycling 160 miles on a 31 yr old bmx for    for our boys pls share httpurl,1
please rt            httpurl,1
white house httpurl,0
yeah when he  s definitely 100   i  m sick of him coming back early just to get hurt again,1
comprehensive review of headache medicine httpurl,1
for the record     you are lying       trump   bannon   putin and you     what a bunch of mean and ro     httpurl,0
rt    in case you need to see something cute httpurl,0
deaths on a surge   httpurl,1
rt     sounds gewd feels gewd is how good real good,1
heading home soon in la traffic     most likely will be horrible    pensive_face,0
nocturnal headaches   new theories   new treatments   httpurl,1
oh wow cameron and kirsten are bickering so much i cant wait till they become willing to die for each other,0
if you have stomach migraines as a child   will you have them through adulthood   will they go away over time   httpurl,1
i could literally listen to may the bitter man win on repeat all fucking day,1
falling inlove with your bestfriend is not a great idea     yong paytforluckysun,0
because my virginity is priceless,0
chicken legs   we already established this before,0
there is danger in delaying   good fortune in acting,0
rt     50 bucks says that max key can dunk on you like a bitch,0
omg watching kanye was too painful   i had to switch off lol,1
worst christmas present you ever got     literally just 1 sock and it was even wrapped up and giv     httpurl,1
check dms,0
rt    very special    an air guitar promo   signed by all of    rt   follow to enter   winner on monday,1
rt    i see no problem with this   please be considerate of the beliefs of others httpurl,1
cuddle me,1
rt    youre so cuuuute omg im  loudly_crying_face   loudly_crying_face   growing_heart   growing_heart   yellow_heart   growing_heart   yellow_heart  httpurl,0
rt    me in every situation   larry is real,1
so   i bought popcorns yesterday and the popcorn guy told me not to put popcorns in the fridge   what i  ve been doing all this while,0
sometimes   endings open doors to a far greater happiness in life   ones you never knew existed   httpurl,0
oh   memang ada lampu   but some genius decided to put the light switch on the top floor like tf,0
this is my girl   spopie  httpurl,1
holy heda feeds us so good fukc,0
the usa will pay for trumps racist  httpurl,0
health   home therapy   depression treatments   httpurl,1
selfie   httpurl,1
turmeric more effective than prozac at treating depression   curacao chronicle   depression treatments   httpurl,1
how do i know he is your savior   you say he is but you also say trump is a great man   you lose all creditably,0
as pervy as it may sound   god bless the albino models who posed nude in their photoshoots   my thoughts have been answered   lol,0
does steam have a phone topup functionality or something   these little kids are asking about a game   this late at night,0
if you see a kid eating alone   do n t just say hi and move on   invite them to join you       palo alto youth,1
after missing the 2014  derby 10k through injury   the week before     i  m back to give it another go   httpurl,1
yas you are gurl and if ozzie was the shortened name of a state i  d totally find a shirt wit yo name on it,1
who the fuck is jesus christ,0
who uses e cigarettes the most     httpurl,1
rt    nope not today calum httpurl,1
rt    51   yard gain   courtesy of      yes   please    httpurl,0
rt    i feel like what people dress as for halloween is a very accurate representation of who they really are     lol i would love,1
dryer vent wizard of la grange park httpurl,0
man i  m boutta start potentially my last semester of college     shit  s crazy man lots of mixed feelings,0
hey     heh   i see   you  re no ordinary kid   are you,0
jesus she couldve just shoved herself with a stick whyd she have to kill herself,0
what is a toxic workspace    httpurl,1
rt     follow back beh   gopayt dreamteamyong,0
making mistake after mistake sean       not looking good   an example   the sprint deal   you  ve been tou     httpurl,0
oh hannity   you propagandist extraordinaire     read david frum     wl didn t reveal anythi     httpurl,0
the one thing i learned that stands out the most to me is that it does n t matter how something starts   what matters is how it ends,1
aleph nods at you,0
rt   kardashianreact   merry christmas eve from me and my husband   just took this pic of him httpurl,1
what ways can u overcome tooth sensitivity issues without having a root canal     httpurl,1
come to ny,1
fight depression and be happier with one of these tips   article teller   httpurl,1
how do you stop getting nightmares,1
dang it youre right   k cancel,0
mainads is now following me on twitter   thank you mainads   say hello anytime   i am a real     httpurl httpurl,0
i think the only other place would be at your place if i was a thief,1
buyexoticamadhisland httpurl,0
i  ll be reminding you daily from now on,1
rt    rare photo of 1900   s factory workers   colorized   httpurl,0
nip the flu bug in the bud by managing stress   overcome depression   httpurl,1
rt    bro lets not do this again  face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy  httpurl,1
there is a crack   a crack in everything   that  s how the light gets in     leonard cohen   selected poems   1956 1968,0
yong deserves the araw yong paytforluckysun,0
your advise is worth about as much as trumps lies       httpurl,0
i  ll change my  and layout to stuff bout you if you could like press the follow button,1
rt    an icon httpurl,0
still getting fat   hahaha   but yes   you  re right,1
oh god i  m crying,1
dustin hanson is now following me on twitter   thank you dustin hanson   say hello anytime       httpurl httpurl,0
thanks   it should be all matching,1
people confuse me on instagram so much,1
ernest p   sharp   ii cpa httpurl,0
rt    mindfulness is n t about trying to sniff the roses or avoid the smell of manure   it  s appreciating that we have a nose,1
i want satan to come into my millennium and smash a megiddo ark over my head   killing me instantly,0
how do you function   deal with the nausea   lightheadedness       and so on at work   home   httpurl,1
are you an early bird or a night owl     both httpurl,1
rt    i love michael so much just look at how adorable he is        httpurl,1
rt    any  who watch online porn in my network   please take 30 secs share your thoughts on this important topic   httpurl,1
rt    with pride httpurl,0
korie and his mike  red_heart   httpurl,1
i  m free sateerrrrrrdaai   what s up,1
of no consequence     you  re not in the picture     httpurl,0
